year,state,month,number,date,Random
2008,Espirito Santo,Outubro,3.787 Fires,1/1/2008,98
2009,Espirito Santo,Outubro,1.013 Fires,1/1/2009,87
2010,Espirito Santo,Outubro,2.048 Fires,1/1/2010,4
2011,Espirito Santo,Outubro,1.206 Fires,1/1/2011,5
2012,Espirito Santo,Outubro,3.97 Fires,1/1/2012,67
2013,Espirito Santo,Outubro,1.221 Fires,1/1/2013,97
2014,Espirito Santo,Outubro,4.735 Fires,1/1/2014,84
2015,Espirito Santo,Outubro,3.708 Fires,1/1/2015,27
2016,Espirito Santo,Outubro,948 Fires,1/1/2016,4
2017,Espirito Santo,Outubro,3.062 Fires,1/1/2017,13
1998,Espirito Santo,Novembro,32 Fires,1/1/1998,79
1999,Espirito Santo,Novembro,271 Fires,1/1/1999,27
2000,Espirito Santo,Novembro,43 Fires,1/1/2000,24
2001,Espirito Santo,Novembro,62 Fires,1/1/2001,52
2002,Espirito Santo,Novembro,417 Fires,1/1/2002,29
2003,Espirito Santo,Novembro,399 Fires,1/1/2003,36
2004,Espirito Santo,Novembro,914 Fires,1/1/2004,98
2005,Espirito Santo,Novembro,422 Fires,1/1/2005,49
2006,Espirito Santo,Novembro,59 Fires,1/1/2006,11
2007,Espirito Santo,Novembro,1.305 Fires,1/1/2007,15
2008,Espirito Santo,Novembro,892 Fires,1/1/2008,48
2009,Espirito Santo,Novembro,246 Fires,1/1/2009,98
2010,Espirito Santo,Novembro,82 Fires,1/1/2010,64
2011,Espirito Santo,Novembro,153 Fires,1/1/2011,69
2012,Espirito Santo,Novembro,220 Fires,1/1/2012,90
2013,Espirito Santo,Novembro,277 Fires,1/1/2013,75
2014,Espirito Santo,Novembro,398 Fires,1/1/2014,83
2015,Espirito Santo,Novembro,1.453 Fires,1/1/2015,74
2016,Espirito Santo,Novembro,126 Fires,1/1/2016,30
2017,Espirito Santo,Novembro,136 Fires,1/1/2017,90
1998,Espirito Santo,Dezembro,21 Fires,1/1/1998,15
1999,Espirito Santo,Dezembro,32 Fires,1/1/1999,3
2000,Espirito Santo,Dezembro,14 Fires,1/1/2000,40
2001,Espirito Santo,Dezembro,44 Fires,1/1/2001,9
2002,Espirito Santo,Dezembro,225 Fires,1/1/2002,23
2003,Espirito Santo,Dezembro,225 Fires,1/1/2003,47
2004,Espirito Santo,Dezembro,125 Fires,1/1/2004,19
2005,Espirito Santo,Dezembro,65 Fires,1/1/2005,2
2006,Espirito Santo,Dezembro,32 Fires,1/1/2006,26
2007,Espirito Santo,Dezembro,95 Fires,1/1/2007,47
2008,Espirito Santo,Dezembro,25 Fires,1/1/2008,73
2009,Espirito Santo,Dezembro,108 Fires,1/1/2009,15
2010,Espirito Santo,Dezembro,105 Fires,1/1/2010,53
2011,Espirito Santo,Dezembro,43 Fires,1/1/2011,67
2012,Espirito Santo,Dezembro,189 Fires,1/1/2012,85
2013,Espirito Santo,Dezembro,98 Fires,1/1/2013,49
2014,Espirito Santo,Dezembro,155 Fires,1/1/2014,52
2015,Espirito Santo,Dezembro,295 Fires,1/1/2015,37
2016,Espirito Santo,Dezembro,91 Fires,1/1/2016,65
1998,Goias,Janeiro,0 Fires,1/1/1998,53
1999,Goias,Janeiro,11 Fires,1/1/1999,32
2000,Goias,Janeiro,14 Fires,1/1/2000,67
2001,Goias,Janeiro,11 Fires,1/1/2001,78
2002,Goias,Janeiro,22 Fires,1/1/2002,2
2003,Goias,Janeiro,45 Fires,1/1/2003,11
2004,Goias,Janeiro,37 Fires,1/1/2004,62
2005,Goias,Janeiro,46 Fires,1/1/2005,93
2006,Goias,Janeiro,41 Fires,1/1/2006,45
2007,Goias,Janeiro,9 Fires,1/1/2007,60
2008,Goias,Janeiro,25 Fires,1/1/2008,34
2009,Goias,Janeiro,21 Fires,1/1/2009,18
2010,Goias,Janeiro,2 Fires,1/1/2010,30
2011,Goias,Janeiro,9 Fires,1/1/2011,22
2012,Goias,Janeiro,14 Fires,1/1/2012,77
2013,Goias,Janeiro,18 Fires,1/1/2013,67
2014,Goias,Janeiro,58 Fires,1/1/2014,17
2015,Goias,Janeiro,28 Fires,1/1/2015,91
2016,Goias,Janeiro,53 Fires,1/1/2016,67
2017,Goias,Janeiro,46 Fires,1/1/2017,35
1998,Goias,Fevereiro,0 Fires,1/1/1998,91
1999,Goias,Fevereiro,2 Fires,1/1/1999,58
2000,Goias,Fevereiro,8 Fires,1/1/2000,63
2001,Goias,Fevereiro,0 Fires,1/1/2001,32
2002,Goias,Fevereiro,5 Fires,1/1/2002,57
2003,Goias,Fevereiro,43 Fires,1/1/2003,54
2004,Goias,Fevereiro,29 Fires,1/1/2004,24
2005,Goias,Fevereiro,46 Fires,1/1/2005,77
2006,Goias,Fevereiro,18 Fires,1/1/2006,58
2007,Goias,Fevereiro,14 Fires,1/1/2007,6
2008,Goias,Fevereiro,29 Fires,1/1/2008,63
2009,Goias,Fevereiro,7 Fires,1/1/2009,37
2010,Goias,Fevereiro,15 Fires,1/1/2010,86
2011,Goias,Fevereiro,1 Fires,1/1/2011,29
2012,Goias,Fevereiro,13 Fires,1/1/2012,86
2013,Goias,Fevereiro,12 Fires,1/1/2013,31
2014,Goias,Fevereiro,27 Fires,1/1/2014,71
2015,Goias,Fevereiro,23 Fires,1/1/2015,54
2016,Goias,Fevereiro,10 Fires,1/1/2016,99
2017,Goias,Fevereiro,31 Fires,1/1/2017,99
1998,Goias,Março,0 Fires,1/1/1998,95
1999,Goias,Março,7 Fires,1/1/1999,37
2000,Goias,Março,46 Fires,1/1/2000,91
2001,Goias,Março,1 Fires,1/1/2001,78
2002,Goias,Março,12 Fires,1/1/2002,58
2003,Goias,Março,58 Fires,1/1/2003,8
2004,Goias,Março,73 Fires,1/1/2004,98
2005,Goias,Março,92 Fires,1/1/2005,92
2006,Goias,Março,48 Fires,1/1/2006,67
2007,Goias,Março,23 Fires,1/1/2007,37
2008,Goias,Março,14 Fires,1/1/2008,33
2009,Goias,Março,33 Fires,1/1/2009,54
2010,Goias,Março,9 Fires,1/1/2010,30
2011,Goias,Março,8 Fires,1/1/2011,11
2012,Goias,Março,65 Fires,1/1/2012,7
2013,Goias,Março,14 Fires,1/1/2013,97
2014,Goias,Março,15 Fires,1/1/2014,48
2015,Goias,Março,37 Fires,1/1/2015,20
2016,Goias,Março,21 Fires,1/1/2016,89
2017,Goias,Março,12 Fires,1/1/2017,58
1998,Goias,Abril,0 Fires,1/1/1998,36
1999,Goias,Abril,0 Fires,1/1/1999,65
2000,Goias,Abril,7 Fires,1/1/2000,45
2001,Goias,Abril,1 Fires,1/1/2001,31
2002,Goias,Abril,7 Fires,1/1/2002,47
2003,Goias,Abril,120 Fires,1/1/2003,21
2004,Goias,Abril,59 Fires,1/1/2004,13
2005,Goias,Abril,25 Fires,1/1/2005,81
2006,Goias,Abril,30 Fires,1/1/2006,65
2007,Goias,Abril,2 Fires,1/1/2007,92
2008,Goias,Abril,31 Fires,1/1/2008,68
2009,Goias,Abril,57 Fires,1/1/2009,4
2010,Goias,Abril,19 Fires,1/1/2010,86
2011,Goias,Abril,5 Fires,1/1/2011,93
2012,Goias,Abril,40 Fires,1/1/2012,27
2013,Goias,Abril,46 Fires,1/1/2013,38
2014,Goias,Abril,34 Fires,1/1/2014,6
2015,Goias,Abril,32 Fires,1/1/2015,38
2016,Goias,Abril,36 Fires,1/1/2016,42
2017,Goias,Abril,26 Fires,1/1/2017,75
1998,Goias,Maio,0 Fires,1/1/1998,82
1999,Goias,Maio,1 Fires,1/1/1999,49
2000,Goias,Maio,0 Fires,1/1/2000,73
2001,Goias,Maio,2 Fires,1/1/2001,49
2002,Goias,Maio,3 Fires,1/1/2002,71
2003,Goias,Maio,84 Fires,1/1/2003,33
2004,Goias,Maio,2 Fires,1/1/2004,34
2005,Goias,Maio,21 Fires,1/1/2005,92
2006,Goias,Maio,33 Fires,1/1/2006,48
2007,Goias,Maio,2 Fires,1/1/2007,46
2008,Goias,Maio,15 Fires,1/1/2008,72
2009,Goias,Maio,33 Fires,1/1/2009,18
2010,Goias,Maio,1 Fires,1/1/2010,51
2011,Goias,Maio,16 Fires,1/1/2011,92
2012,Goias,Maio,60 Fires,1/1/2012,75
2013,Goias,Maio,52 Fires,1/1/2013,39
2014,Goias,Maio,42 Fires,1/1/2014,48
2015,Goias,Maio,70 Fires,1/1/2015,100
2016,Goias,Maio,26 Fires,1/1/2016,76
2017,Goias,Maio,36 Fires,1/1/2017,74
1998,Goias,Junho,2 Fires,1/1/1998,47
1999,Goias,Junho,0 Fires,1/1/1999,82
2000,Goias,Junho,2 Fires,1/1/2000,6
2001,Goias,Junho,1 Fires,1/1/2001,58
2002,Goias,Junho,0 Fires,1/1/2002,37
2003,Goias,Junho,68 Fires,1/1/2003,87
2004,Goias,Junho,127 Fires,1/1/2004,14
2005,Goias,Junho,58 Fires,1/1/2005,30
2006,Goias,Junho,32 Fires,1/1/2006,85
2007,Goias,Junho,11 Fires,1/1/2007,25
2008,Goias,Junho,2 Fires,1/1/2008,68
2009,Goias,Junho,14 Fires,1/1/2009,63
2010,Goias,Junho,1 Fires,1/1/2010,68
2011,Goias,Junho,26 Fires,1/1/2011,53
2012,Goias,Junho,42 Fires,1/1/2012,59
2013,Goias,Junho,31 Fires,1/1/2013,24
2014,Goias,Junho,3 Fires,1/1/2014,87
2015,Goias,Junho,104 Fires,1/1/2015,14
2016,Goias,Junho,79 Fires,1/1/2016,32
2017,Goias,Junho,70 Fires,1/1/2017,30
1998,Goias,Julho,0 Fires,1/1/1998,45
1999,Goias,Julho,2 Fires,1/1/1999,24
2000,Goias,Julho,21 Fires,1/1/2000,3
2001,Goias,Julho,5 Fires,1/1/2001,14
2002,Goias,Julho,82 Fires,1/1/2002,58
2003,Goias,Julho,43 Fires,1/1/2003,53
2004,Goias,Julho,94 Fires,1/1/2004,95
2005,Goias,Julho,90 Fires,1/1/2005,39
2006,Goias,Julho,74 Fires,1/1/2006,26
2007,Goias,Julho,12 Fires,1/1/2007,11
2008,Goias,Julho,46 Fires,1/1/2008,51
2009,Goias,Julho,26 Fires,1/1/2009,2
2010,Goias,Julho,31 Fires,1/1/2010,32
2011,Goias,Julho,31 Fires,1/1/2011,37
2012,Goias,Julho,42 Fires,1/1/2012,73
2013,Goias,Julho,69 Fires,1/1/2013,86
2014,Goias,Julho,82 Fires,1/1/2014,91
2015,Goias,Julho,45 Fires,1/1/2015,44
2016,Goias,Julho,480 Fires,1/1/2016,4
2017,Goias,Julho,591 Fires,1/1/2017,74
1998,Goias,Agosto,0 Fires,1/1/1998,40
1999,Goias,Agosto,51 Fires,1/1/1999,59
2000,Goias,Agosto,69 Fires,1/1/2000,17
2001,Goias,Agosto,24 Fires,1/1/2001,79
2002,Goias,Agosto,702 Fires,1/1/2002,54
2003,Goias,Agosto,1.513 Fires,1/1/2003,30
2004,Goias,Agosto,728 Fires,1/1/2004,20
2005,Goias,Agosto,391 Fires,1/1/2005,68
2006,Goias,Agosto,728 Fires,1/1/2006,68
2007,Goias,Agosto,462 Fires,1/1/2007,54
2008,Goias,Agosto, Fires,1/1/2008,10
2009,Goias,Agosto,759 Fires,1/1/2009,46
2010,Goias,Agosto,511 Fires,1/1/2010,41
2011,Goias,Agosto,175 Fires,1/1/2011,69
2012,Goias,Agosto,398 Fires,1/1/2012,29
2013,Goias,Agosto,236 Fires,1/1/2013,72
2014,Goias,Agosto,459 Fires,1/1/2014,32
2015,Goias,Agosto,379 Fires,1/1/2015,16
2016,Goias,Agosto, Fires,1/1/2016,32
2017,Goias,Agosto,713 Fires,1/1/2017,95
1998,Goias,Setembro,6 Fires,1/1/1998,63
1999,Goias,Setembro,101 Fires,1/1/1999,65
2000,Goias,Setembro,36 Fires,1/1/2000,92
2001,Goias,Setembro,18 Fires,1/1/2001,54
2002,Goias,Setembro,416 Fires,1/1/2002,9
2003,Goias,Setembro,1.339 Fires,1/1/2003,27
2004,Goias,Setembro,755 Fires,1/1/2004,5
2005,Goias,Setembro,116 Fires,1/1/2005,98
2006,Goias,Setembro,530 Fires,1/1/2006,38
2007,Goias,Setembro,617 Fires,1/1/2007,2
2008,Goias,Setembro,233 Fires,1/1/2008,8
2009,Goias,Setembro,47 Fires,1/1/2009,94
2010,Goias,Setembro,198 Fires,1/1/2010,82
2011,Goias,Setembro,450 Fires,1/1/2011,29
2012,Goias,Setembro,188 Fires,1/1/2012,72
2013,Goias,Setembro,303 Fires,1/1/2013,66
2014,Goias,Setembro,208 Fires,1/1/2014,23
2015,Goias,Setembro,156 Fires,1/1/2015,8
2016,Goias,Setembro,644 Fires,1/1/2016,15
2017,Goias,Setembro,626 Fires,1/1/2017,36
1998,Goias,Outubro,4 Fires,1/1/1998,38
1999,Goias,Outubro,16 Fires,1/1/1999,98
2000,Goias,Outubro,55 Fires,1/1/2000,14
2001,Goias,Outubro,26 Fires,1/1/2001,22
2002,Goias,Outubro,42 Fires,1/1/2002,54
2003,Goias,Outubro,669 Fires,1/1/2003,82
2004,Goias,Outubro,704 Fires,1/1/2004,33
2005,Goias,Outubro,197 Fires,1/1/2005,74
2006,Goias,Outubro,269 Fires,1/1/2006,15
2007,Goias,Outubro,35 Fires,1/1/2007,13
2008,Goias,Outubro,56 Fires,1/1/2008,86
2009,Goias,Outubro,252 Fires,1/1/2009,31
2010,Goias,Outubro,76 Fires,1/1/2010,84
2011,Goias,Outubro,102 Fires,1/1/2011,12
2012,Goias,Outubro,34 Fires,1/1/2012,65
2013,Goias,Outubro, Fires,1/1/2013,39
2014,Goias,Outubro,122 Fires,1/1/2014,65
2015,Goias,Outubro,21 Fires,1/1/2015,31
2016,Goias,Outubro,56 Fires,1/1/2016,37
2017,Goias,Outubro,51 Fires,1/1/2017,38
1998,Goias,Novembro,21 Fires,1/1/1998,4
1999,Goias,Novembro,84 Fires,1/1/1999,42
2000,Goias,Novembro,19 Fires,1/1/2000,97
2001,Goias,Novembro,66 Fires,1/1/2001,23
2002,Goias,Novembro,348 Fires,1/1/2002,98
2003,Goias,Novembro,347 Fires,1/1/2003,15
2004,Goias,Novembro,279 Fires,1/1/2004,39
2005,Goias,Novembro,384 Fires,1/1/2005,34
2006,Goias,Novembro,45 Fires,1/1/2006,43
2007,Goias,Novembro,26 Fires,1/1/2007,66
2008,Goias,Novembro,16 Fires,1/1/2008,45
2009,Goias,Novembro,61 Fires,1/1/2009,29
2010,Goias,Novembro,88 Fires,1/1/2010,19
2011,Goias,Novembro,79 Fires,1/1/2011,55
2012,Goias,Novembro,72 Fires,1/1/2012,54
2013,Goias,Novembro,84 Fires,1/1/2013,27
2014,Goias,Novembro,43 Fires,1/1/2014,77
2015,Goias,Novembro,9 Fires,1/1/2015,49
2016,Goias,Novembro,156 Fires,1/1/2016,96
2017,Goias,Novembro,152 Fires,1/1/2017,74
1998,Goias,Dezembro,26 Fires,1/1/1998,54
1999,Goias,Dezembro,89 Fires,1/1/1999,19
2000,Goias,Dezembro,29 Fires,1/1/2000,70
2001,Goias,Dezembro,45 Fires,1/1/2001,83
2002,Goias,Dezembro,76 Fires,1/1/2002,80
2003,Goias,Dezembro,129 Fires,1/1/2003,39
2004,Goias,Dezembro,68 Fires,1/1/2004,8
2005,Goias,Dezembro,17 Fires,1/1/2005,58
2006,Goias,Dezembro,7 Fires,1/1/2006,83
2007,Goias,Dezembro,17 Fires,1/1/2007,5
2008,Goias,Dezembro,29 Fires,1/1/2008,8
2009,Goias,Dezembro,20 Fires,1/1/2009,16
2010,Goias,Dezembro,23 Fires,1/1/2010,30
2011,Goias,Dezembro,24 Fires,1/1/2011,52
2012,Goias,Dezembro,32 Fires,1/1/2012,69
2013,Goias,Dezembro, Fires,1/1/2013,19
2014,Goias,Dezembro,45 Fires,1/1/2014,10
2015,Goias,Dezembro,19 Fires,1/1/2015,78
2016,Goias,Dezembro,20 Fires,1/1/2016,77
1998,Maranhao,Janeiro,0,1/1/1998,26
1999,Maranhao,Janeiro,54,1/1/1999,55
2000,Maranhao,Janeiro,19,1/1/2000,71
2001,Maranhao,Janeiro,29,1/1/2001,69
2002,Maranhao,Janeiro,48,1/1/2002,53
2003,Maranhao,Janeiro,436,1/1/2003,86
2004,Maranhao,Janeiro,241,1/1/2004,38
2005,Maranhao,Janeiro,450,1/1/2005,57
2006,Maranhao,Janeiro,221,1/1/2006,97
2007,Maranhao,Janeiro,428,1/1/2007,88
2008,Maranhao,Janeiro,121,1/1/2008,63
2009,Maranhao,Janeiro,,1/1/2009,11
2010,Maranhao,Janeiro,319,1/1/2010,3
2011,Maranhao,Janeiro,124,1/1/2011,45
2012,Maranhao,Janeiro,326,1/1/2012,84
2013,Maranhao,Janeiro,209,1/1/2013,43
2014,Maranhao,Janeiro,195,1/1/2014,38
2015,Maranhao,Janeiro,494,1/1/2015,32
2016,Maranhao,Janeiro,412,1/1/2016,39
2017,Maranhao,Janeiro,187,1/1/2017,25
1998,Maranhao,Fevereiro,0,1/1/1998,45
1999,Maranhao,Fevereiro,6,1/1/1999,42
2000,Maranhao,Fevereiro,11,1/1/2000,66
2001,Maranhao,Fevereiro,1,1/1/2001,52
2002,Maranhao,Fevereiro,116,1/1/2002,98
2003,Maranhao,Fevereiro,11,1/1/2003,31
2004,Maranhao,Fevereiro,22,1/1/2004,63
2005,Maranhao,Fevereiro,56,1/1/2005,77
2006,Maranhao,Fevereiro,22,1/1/2006,10
2007,Maranhao,Fevereiro,13,1/1/2007,18
2008,Maranhao,Fevereiro,45,1/1/2008,95
2009,Maranhao,Fevereiro,20,1/1/2009,79
2010,Maranhao,Fevereiro,93,1/1/2010,10
2011,Maranhao,Fevereiro,9,1/1/2011,51
2012,Maranhao,Fevereiro,46,1/1/2012,37
2013,Maranhao,Fevereiro,62,1/1/2013,36
2014,Maranhao,Fevereiro,29,1/1/2014,94
2015,Maranhao,Fevereiro,95,1/1/2015,0
2016,Maranhao,Fevereiro,318,1/1/2016,10
2017,Maranhao,Fevereiro,47,1/1/2017,98
1998,Maranhao,Março,0,1/1/1998,72
1999,Maranhao,Março,17,1/1/1999,62
2000,Maranhao,Março,6,1/1/2000,83
2001,Maranhao,Março,0,1/1/2001,75
2002,Maranhao,Março,16,1/1/2002,10
2003,Maranhao,Março,16,1/1/2003,85
2004,Maranhao,Março,18,1/1/2004,52
2005,Maranhao,Março,9,1/1/2005,68
2006,Maranhao,Março,14,1/1/2006,27
2007,Maranhao,Março,52,1/1/2007,57
2008,Maranhao,Março,4,1/1/2008,25
2009,Maranhao,Março,33,1/1/2009,37
2010,Maranhao,Março,82,1/1/2010,31
2011,Maranhao,Março,22,1/1/2011,34
2012,Maranhao,Março,49,1/1/2012,88
2013,Maranhao,Março,30,1/1/2013,73
2014,Maranhao,Março,59,1/1/2014,19
2015,Maranhao,Março,53,1/1/2015,23
2016,Maranhao,Março,113,1/1/2016,39
2017,Maranhao,Março,32,1/1/2017,66
1998,Maranhao,Abril,0,1/1/1998,41
1999,Maranhao,Abril,4,1/1/1999,86
2000,Maranhao,Abril,6,1/1/2000,58
2001,Maranhao,Abril,2,1/1/2001,83
2002,Maranhao,Abril,28,1/1/2002,34
2003,Maranhao,Abril,79,1/1/2003,8
2004,Maranhao,Abril,,1/1/2004,11
2005,Maranhao,Abril,43,1/1/2005,6
2006,Maranhao,Abril,9,1/1/2006,90
2007,Maranhao,Abril,5,1/1/2007,72
2008,Maranhao,Abril,26,1/1/2008,50
2009,Maranhao,Abril,14,1/1/2009,88
2010,Maranhao,Abril,128,1/1/2010,94
2011,Maranhao,Abril,37,1/1/2011,38
2012,Maranhao,Abril,97,1/1/2012,16
2013,Maranhao,Abril,62,1/1/2013,40
2014,Maranhao,Abril,78,1/1/2014,29
2015,Maranhao,Abril,119,1/1/2015,28
2016,Maranhao,Abril,113,1/1/2016,91
2017,Maranhao,Abril,91,1/1/2017,35
1998,Maranhao,Maio,0,1/1/1998,67
1999,Maranhao,Maio,3,1/1/1999,7
2000,Maranhao,Maio,28,1/1/2000,84
2001,Maranhao,Maio,21,1/1/2001,64
2002,Maranhao,Maio,71,1/1/2002,69
2003,Maranhao,Maio,60,1/1/2003,85
2004,Maranhao,Maio,145,1/1/2004,7
2005,Maranhao,Maio,74,1/1/2005,3
2006,Maranhao,Maio,5,1/1/2006,73
2007,Maranhao,Maio,73,1/1/2007,25
2008,Maranhao,Maio,26,1/1/2008,3
2009,Maranhao,Maio,19,1/1/2009,55
2010,Maranhao,Maio,273,1/1/2010,29
2011,Maranhao,Maio,73,1/1/2011,75
2012,Maranhao,Maio,286,1/1/2012,53
2013,Maranhao,Maio,100,1/1/2013,87
2014,Maranhao,Maio,148,1/1/2014,6
2015,Maranhao,Maio,194,1/1/2015,35
2016,Maranhao,Maio,206,1/1/2016,15
2017,Maranhao,Maio,142,1/1/2017,66
1998,Maranhao,Junho,78,1/1/1998,93
1999,Maranhao,Junho,32,1/1/1999,44
2000,Maranhao,Junho,94,1/1/2000,57
2001,Maranhao,Junho,100,1/1/2001,99
2002,Maranhao,Junho,230,1/1/2002,71
2003,Maranhao,Junho,338,1/1/2003,83
2004,Maranhao,Junho,706,1/1/2004,48
2005,Maranhao,Junho,529,1/1/2005,47
2006,Maranhao,Junho,131,1/1/2006,36
2007,Maranhao,Junho,515,1/1/2007,17
2008,Maranhao,Junho,235,1/1/2008,29
2009,Maranhao,Junho,279,1/1/2009,68
2010,Maranhao,Junho,494,1/1/2010,1
2011,Maranhao,Junho,602,1/1/2011,95
2012,Maranhao,Junho,915,1/1/2012,61
2013,Maranhao,Junho,498,1/1/2013,85
2014,Maranhao,Junho,812,1/1/2014,24
2015,Maranhao,Junho,887,1/1/2015,97
2016,Maranhao,Junho,709,1/1/2016,7
2017,Maranhao,Junho,885,1/1/2017,42
1998,Maranhao,Julho,274,1/1/1998,8
1999,Maranhao,Julho,258,1/1/1999,52
2000,Maranhao,Julho,233,1/1/2000,24
2001,Maranhao,Julho,549,1/1/2001,80
2002,Maranhao,Julho,1.271,1/1/2002,100
2003,Maranhao,Julho,1.103,1/1/2003,70
2004,Maranhao,Julho,1.366,1/1/2004,94
2005,Maranhao,Julho,1.152,1/1/2005,36
2006,Maranhao,Julho,512,1/1/2006,78
2007,Maranhao,Julho,1.205,1/1/2007,25
2008,Maranhao,Julho,502,1/1/2008,35
2009,Maranhao,Julho,972,1/1/2009,96
2010,Maranhao,Julho,2.323,1/1/2010,63
2011,Maranhao,Julho,1.024,1/1/2011,94
2012,Maranhao,Julho,3.548,1/1/2012,81
2013,Maranhao,Julho,1.111,1/1/2013,9
2014,Maranhao,Julho,2.068,1/1/2014,24
2015,Maranhao,Julho,1.642,1/1/2015,3
2016,Maranhao,Julho,2.096,1/1/2016,29
2017,Maranhao,Julho,2.521,1/1/2017,22
1998,Maranhao,Agosto,1.176,1/1/1998,97
1999,Maranhao,Agosto,895,1/1/1999,3
2000,Maranhao,Agosto,839,1/1/2000,70
2001,Maranhao,Agosto,2.037,1/1/2001,12
2002,Maranhao,Agosto,3.481,1/1/2002,98
2003,Maranhao,Agosto,2.023,1/1/2003,49
2004,Maranhao,Agosto,1.889,1/1/2004,6
2005,Maranhao,Agosto,,1/1/2005,11
2006,Maranhao,Agosto,1.382,1/1/2006,26
2007,Maranhao,Agosto,8.409,1/1/2007,16
2008,Maranhao,Agosto,713,1/1/2008,63
2009,Maranhao,Agosto,1.766,1/1/2009,31
2010,Maranhao,Agosto,6.353,1/1/2010,93
2011,Maranhao,Agosto,2.138,1/1/2011,6
2012,Maranhao,Agosto,10.395,1/1/2012,34
2013,Maranhao,Agosto,2.098,1/1/2013,14
2014,Maranhao,Agosto,5.592,1/1/2014,50
2015,Maranhao,Agosto,5.428,1/1/2015,85
2016,Maranhao,Agosto,,1/1/2016,5
2017,Maranhao,Agosto,3.875,1/1/2017,50
1998,Maranhao,Setembro,3.935,1/1/1998,31
1999,Maranhao,Setembro,1.739,1/1/1999,85
2000,Maranhao,Setembro,1.365,1/1/2000,98
2001,Maranhao,Setembro,4.618,1/1/2001,78
2002,Maranhao,Setembro,3.181,1/1/2002,94
2003,Maranhao,Setembro,5.878,1/1/2003,67
2004,Maranhao,Setembro,4.673,1/1/2004,41
2005,Maranhao,Setembro,6.292,1/1/2005,4
2006,Maranhao,Setembro,2.907,1/1/2006,89
2007,Maranhao,Setembro,8.524,1/1/2007,60
2008,Maranhao,Setembro,2.761,1/1/2008,89
2009,Maranhao,Setembro,2.404,1/1/2009,38
2010,Maranhao,Setembro,9.795,1/1/2010,17
2011,Maranhao,Setembro,4.632,1/1/2011,80
2012,Maranhao,Setembro,7.626,1/1/2012,64
2013,Maranhao,Setembro,3.88,1/1/2013,27
2014,Maranhao,Setembro,4.373,1/1/2014,79
2015,Maranhao,Setembro,6.423,1/1/2015,29
2016,Maranhao,Setembro,3.166,1/1/2016,99
2017,Maranhao,Setembro,14.825,1/1/2017,26
1998,Maranhao,Outubro,5.137,1/1/1998,80
1999,Maranhao,Outubro,3.208,1/1/1999,88
2000,Maranhao,Outubro,2.654,1/1/2000,49
2001,Maranhao,Outubro,6.661,1/1/2001,8
2002,Maranhao,Outubro,5.182,1/1/2002,30
2003,Maranhao,Outubro,6.085,1/1/2003,90
2004,Maranhao,Outubro,3.604,1/1/2004,92
2005,Maranhao,Outubro,6.472,1/1/2005,82
2006,Maranhao,Outubro,3.024,1/1/2006,44
2007,Maranhao,Outubro,4.772,1/1/2007,59
2008,Maranhao,Outubro,3.498,1/1/2008,2
2009,Maranhao,Outubro,1.861,1/1/2009,72
2010,Maranhao,Outubro,3.228,1/1/2010,57
2011,Maranhao,Outubro,2.404,1/1/2011,1
2012,Maranhao,Outubro,5,1/1/2012,16
2013,Maranhao,Outubro,2.918,1/1/2013,32
2014,Maranhao,Outubro,5.812,1/1/2014,3
2015,Maranhao,Outubro,6.746,1/1/2015,46
2016,Maranhao,Outubro,5.351,1/1/2016,17
2017,Maranhao,Outubro,6.011,1/1/2017,33
1998,Maranhao,Novembro,2.237,1/1/1998,38
1999,Maranhao,Novembro,1.494,1/1/1999,34
2000,Maranhao,Novembro,2.267,1/1/2000,55
2001,Maranhao,Novembro,3.525,1/1/2001,62
2002,Maranhao,Novembro,5.83,1/1/2002,98
2003,Maranhao,Novembro,4.929,1/1/2003,99
2004,Maranhao,Novembro,6.398,1/1/2004,54
2005,Maranhao,Novembro,4.769,1/1/2005,48
2006,Maranhao,Novembro,2.004,1/1/2006,57
2007,Maranhao,Novembro,2.297,1/1/2007,19
2008,Maranhao,Novembro,2.331,1/1/2008,80
2009,Maranhao,Novembro,5,1/1/2009,77
2010,Maranhao,Novembro,4.005,1/1/2010,66
2011,Maranhao,Novembro,2.261,1/1/2011,9
2012,Maranhao,Novembro,2.01,1/1/2012,8
2013,Maranhao,Novembro,2.529,1/1/2013,53
2014,Maranhao,Novembro,3.869,1/1/2014,34
2015,Maranhao,Novembro,4.35,1/1/2015,31
2016,Maranhao,Novembro,3.982,1/1/2016,70
2017,Maranhao,Novembro,2.3,1/1/2017,70
1998,Maranhao,Dezembro,1.399,1/1/1998,49
1999,Maranhao,Dezembro,1.001,1/1/1999,90
2000,Maranhao,Dezembro,1.461,1/1/2000,15
2001,Maranhao,Dezembro,1.296,1/1/2001,59
2002,Maranhao,Dezembro,2.165,1/1/2002,62
2003,Maranhao,Dezembro,2.424,1/1/2003,60
2004,Maranhao,Dezembro,3.255,1/1/2004,84
2005,Maranhao,Dezembro,1.66,1/1/2005,46
2006,Maranhao,Dezembro,1.052,1/1/2006,42
2007,Maranhao,Dezembro,800,1/1/2007,8
2008,Maranhao,Dezembro,1.101,1/1/2008,17
2009,Maranhao,Dezembro,1.768,1/1/2009,8
2010,Maranhao,Dezembro,1.803,1/1/2010,43
2011,Maranhao,Dezembro,1.629,1/1/2011,49
